外国語,現代に生きる,積極的に発言をしたがる履修生を歓迎します。
外国語,歴史と文化,平常点（毎回の小テスト50%）と試験（50%）の合計で評価する。授業回数の３分の２以上の出席に満たない場合は欠格とする。
外国語,日本国憲法,授業時の小テスト30%、定期試験70%で評価する。
外国語,経済学,成績評価は厳しいので、安易な履修は勧められないが、たとえ単位を落としても、「履修して良かった」と思える講義を目指す。
外国語,海外留学入門,中間発表（旅行について）30％、レポート（留学プラン）30%、授業への取り組み40% （前半20%、後半20%）
外国語,人間と自然,小テスト（50％）：2～3回分の講義内容の理解度を確認する
レポート（30％)：学習内容をさらに広く・深く理解したかを確認する
試験（20％）：講義内容の理解度を総合的に確認する
外国語,コンピュータリテラシー,小テスト（10%）、レポート・授業内レポート（40%）、グループワーク参加態度（25%）、プレゼンテーション（受講者の発表）（25%）
外国語,コンピュータリテラシー,小テスト（10%）、レポート・授業内レポート（40%）、グループワーク参加態度（25%）、プレゼンテーション（受講者の発表）（25%）
外国語,コンピュータリテラシー,小テスト（10%）、レポート・授業内レポート（40%）、グループワーク参加態度（25%）、プレゼンテーション（受講者の発表）（25%）
外国語,健康･スポーツ科学Ⅰ,実技に対する取組み状況と技能を重視するほか、自己の体力とその改善策に関するレポートの内容を追加して評価する。
授業への取り組み（平常点・態度・技能）50％、レポート50％とする。詳細は初回授業時に説明する。
外国語,健康･スポーツ科学Ⅰ,実技に対する取組み状況と技能を重視するほか、自己の体力とその改善策に関するレポートの内容を追加して評価する。
授業への取り組み（平常点・態度・技能）50％、レポート50％とする。詳細は初回授業時に説明する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語コミュニケーションⅠ(基礎1),毎週の小テスト(25%)、スピーキングテスト(25%)、発表(20%)、定期試験(30%)を総合的に評価する。
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語リーディングⅠ(基礎1),中間試験(20％)、定期試験(60％)、（多読レポートを含む）授業への取組(20％)
外国語,英語ライティングⅠ(基礎1), 
1. Writing Paragraphs				

                                        Dorothy E. Zemach and Carlos Islam                                

					Macmillan				

外国語,英語ライティングⅠ(基礎1), 
1. Writing Paragraphs				

                                        Dorothy E. Zemach and Carlos Islam                                

					Macmillan				

外国語,英語ライティングⅠ(基礎1), 
1. Writing Paragraphs				

                                        Dorothy E. Zemach and Carlos Islam                                

					Macmillan				

外国語,英語ライティングⅠ(基礎1), 
1. Writing Paragraphs				

                                        Dorothy E. Zemach and Carlos Islam                                

					Macmillan				

外国語,英語ライティングⅠ(基礎1), 
1. Writing Paragraphs				

                                        Dorothy E. Zemach and Carlos Islam                                

					Macmillan				

外国語,英語ライティングⅠ(基礎1), 
