理工,"数学","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"交通機械工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"社会基盤デザイン工・建設システム工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"メカトロニクス工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"建築","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"電気電子工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"応用化","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"材料機能工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"情報工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"環境創造","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"機械工・機械システム工","基礎ゼミナール１","中村　栄造","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"交通機械工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"数学","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"機械工・機械システム工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"応用化","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"材料機能工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"電気電子工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"情報工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"環境創造","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"社会基盤デザイン工・建設システム工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"メカトロニクス工","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"建築","基礎ゼミナール１","宮北　惠子","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"数学","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"交通機械工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"社会基盤デザイン工・建設システム工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"メカトロニクス工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"建築","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"材料機能工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"環境創造","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"電気電子工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"応用化","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"機械工・機械システム工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"情報工","基礎ゼミナール１","榎本　暁","授業時のテスト等100％、100点満点中60点を合格とする。"
理工,"交通機械工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"数学","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"材料機能工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"建築","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"機械工・機械システム工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"社会基盤デザイン工・建設システム工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"電気電子工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"環境創造","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"メカトロニクス工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"応用化","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"情報工","基礎ゼミナール１","長澤　崇雄","授業への積極的な参加：40％
授業での発表（プレゼンテーション）：30％
提出物：30％
100点満点中60点以上を合格とします。"
理工,"数学","基礎ゼミナール１","永田　央","各回の参加態度による。実験・考察のいずれについても、積極性と協調性を評価する。"
理工,"交通機械工","基礎ゼミナール１","永田　央","各回の参加態度による。実験・考察のいずれについても、積極性と協調性を評価する。"
理工,"環境創造","基礎ゼミナール１","永田　央","各回の参加態度による。実験・考察のいずれについても、積極性と協調性を評価する。"
理工,"社会基盤デザイン工・建設システム工","基礎ゼミナール１","永田　央","各回の参加態度による。実験・考察のいずれについても、積極性と協調性を評価する。"
理工,"電気電子工","基礎ゼミナール１","永田　央","各回の参加態度による。実験・考察のいずれについても、積極性と協調性を評価する。"
理工,"応用化","基礎ゼミナール１","永田　央","各回の参加態度による。実験・考察のいずれについても、積極性と協調性を評価する。"
